MODEL - 1686746741,1686746747.021,0.9,0.0659,0.7,0.1521
MODEL - 1686746741,1686746747.065,0.9,0.0784,0.8,0.0726
MODEL - 1686746741,1686746747.093,0.95,0.0705,0.9,0.0737
MODEL - 1686746741,1686746747.118,0.8,0.1397,1.0,0.0348
MODEL - 1686746741,1686746747.147,0.8,0.1496,1.0,0.0307
MODEL - 1686746741,1686746747.172,0.87,0.0936,0.7,0.1729
MODEL - 1686746741,1686746747.21,0.8,0.139,0.6,0.1944
MODEL - 1686746741,1686746747.237,0.8,0.1082,0.8,0.1251
MODEL - 1686746741,1686746747.266,0.75,0.1779,0.7,0.2655
MODEL - 1686746741,1686746747.302,0.85,0.0953,0.8,0.1493
MODEL - 1686746741,1686746747.34,0.95,0.0779,0.6,0.2859
MODEL - 1686746741,1686746747.381,0.9,0.1109,0.8,0.1279
MODEL - 1686746741,1686746747.411,0.9,0.0971,0.5,0.2558
MODEL - 1686746741,1686746747.437,0.9,0.0879,0.9,0.0702
MODEL - 1686746741,1686746747.463,1.0,0.0256,0.9,0.0479
MODEL - 1686746741,1686746747.495,0.9,0.0793,0.6,0.2548
MODEL - 1686746741,1686746747.522,0.9,0.0649,0.8,0.1712
MODEL - 1686746741,1686746747.544,0.8,0.1602,0.8,0.1698
MODEL - 1686746741,1686746747.568,0.7,0.2305,0.7,0.185
MODEL - 1686746741,1686746747.594,0.87,0.1048,0.6,0.2726
MODEL - 1686746741,1686746747.633,0.8,0.1285,1.0,0.0149
MODEL - 1686746741,1686746747.661,0.85,0.0926,0.7,0.1824
MODEL - 1686746741,1686746747.683,0.8,0.1361,1.0,0.0178
MODEL - 1686746741,1686746747.71,0.95,0.0428,0.7,0.1664
MODEL - 1686746741,1686746747.733,0.95,0.0745,0.8,0.1089
MODEL - 1686746741,1686746747.754,0.95,0.0655,0.9,0.0616
MODEL - 1686746741,1686746747.776,1.0,0.0221,0.7,0.2354
MODEL - 1686746741,1686746747.796,0.9,0.0774,0.8,0.1321
MODEL - 1686746741,1686746747.819,1.0,0.0259,0.5,0.2655
MODEL - 1686746741,1686746747.843,0.95,0.1009,0.8,0.1175
MODEL - 1686746741,1686746747.864,0.9,0.069,0.9,0.0724
MODEL - 1686746741,1686746747.888,0.85,0.1073,0.5,0.2241
MODEL - 1686746741,1686746747.908,0.9,0.1084,1.0,0.0492
MODEL - 1686746741,1686746747.924,1.0,0.0285,0.6,0.2101
MODEL - 1686747341,1686747342.431,0.55,0.249,0.5,0.25
MODEL - 1686747341,1686747342.458,0.5,0.2532,0.6,0.2465
MODEL - 1686747341,1686747342.481,0.5,0.2494,0.5,0.2487
MODEL - 1686747341,1686747342.501,0.65,0.2475,0.6,0.246
MODEL - 1686747341,1686747342.522,0.7,0.245,0.5,0.2474
MODEL - 1686747341,1686747342.546,0.45,0.2492,0.6,0.2305
MODEL - 1686747341,1686747342.566,0.5,0.2394,0.3,0.2884
MODEL - 1686747341,1686747342.587,0.4,0.2684,0.7,0.2314
MODEL - 1686747341,1686747342.609,0.65,0.241,0.4,0.2487
MODEL - 1686747341,1686747342.629,0.3,0.2592,0.8,0.2318
MODEL - 1686747341,1686747342.648,0.65,0.2351,0.6,0.2409
MODEL - 1686747341,1686747342.669,0.6,0.2352,0.6,0.2403
MODEL - 1686747341,1686747342.691,0.45,0.2481,0.6,0.2195
MODEL - 1686747341,1686747342.707,0.8,0.2178,0.4,0.2443
MODEL - 1686747341,1686747342.731,0.6,0.2442,0.4,0.2473
MODEL - 1686747341,1686747342.75,0.6,0.2289,0.4,0.274
MODEL - 1686747341,1686747342.77,0.65,0.2319,0.6,0.2116
MODEL - 1686747341,1686747342.792,0.7,0.2123,0.7,0.2171
MODEL - 1686747341,1686747342.81,0.75,0.2092,0.6,0.235
MODEL - 1686747341,1686747342.829,0.75,0.1964,0.9,0.1244
MODEL - 1686747341,1686747342.849,0.95,0.1285,0.5,0.2391
MODEL - 1686747341,1686747342.869,0.55,0.2484,0.8,0.1974
MODEL - 1686747341,1686747342.889,0.8,0.1611,1.0,0.0819
MODEL - 1686747341,1686747342.91,0.7,0.1889,0.7,0.2072
MODEL - 1686747341,1686747342.931,0.65,0.1743,0.8,0.1333
MODEL - 1686747341,1686747342.952,0.75,0.2024,0.7,0.2401
MODEL - 1686747341,1686747342.972,0.7,0.2147,0.7,0.185
MODEL - 1686747341,1686747342.987,0.73,0.1752,0.4,0.3461
MODEL - 1686747341,1686747343.012,0.65,0.2461,0.5,0.2908
MODEL - 1686747341,1686747343.032,0.7,0.1838,0.8,0.1472
MODEL - 1686747341,1686747343.051,0.75,0.2013,0.9,0.124
MODEL - 1686747341,1686747343.076,0.75,0.1614,0.8,0.128
MODEL - 1686747341,1686747343.097,0.8,0.1988,0.8,0.1279
MODEL - 1686747341,1686747343.119,0.8,0.1583,0.8,0.1315
MODEL - 1686747341,1686747343.139,0.85,0.1373,0.9,0.1123
MODEL - 1686747341,1686747343.16,0.75,0.1905,0.8,0.1535
MODEL - 1686747341,1686747343.179,0.85,0.1542,0.9,0.1247
MODEL - 1686747341,1686747343.198,0.95,0.1195,0.6,0.2284
MODEL - 1686747341,1686747343.22,0.7,0.1357,0.9,0.0989
MODEL - 1686747341,1686747343.242,0.7,0.1906,0.9,0.0854
MODEL - 1686747341,1686747343.26,0.7,0.1966,0.6,0.2036
MODEL - 1686747341,1686747343.275,0.8,0.1412,0.5,0.3017
MODEL - 1686747341,1686747343.299,0.7,0.2342,0.6,0.2693
MODEL - 1686747341,1686747343.319,0.65,0.1906,0.7,0.1873
MODEL - 1686747341,1686747343.338,0.7,0.2043,0.7,0.1942
MODEL - 1686747341,1686747343.357,0.75,0.1536,0.8,0.174
MODEL - 1686747341,1686747343.377,0.85,0.1453,0.8,0.1233
MODEL - 1686747341,1686747343.397,0.8,0.1168,0.8,0.1225
MODEL - 1686747341,1686747343.418,0.85,0.1093,0.9,0.103
MODEL - 1686747341,1686747343.437,0.7,0.1876,0.6,0.2236
MODEL - 1686747341,1686747343.459,0.9,0.1038,0.6,0.2264
MODEL - 1686747341,1686747343.478,0.95,0.0951,0.9,0.1082
MODEL - 1686747341,1686747343.496,0.7,0.1292,0.7,0.1605
MODEL - 1686747341,1686747343.516,0.75,0.1794,0.6,0.266
MODEL - 1686747341,1686747343.54,0.75,0.1689,0.7,0.1952
MODEL - 1686747341,1686747343.556,0.87,0.1243,0.8,0.1386
MODEL - 1686747341,1686747343.582,0.6,0.222,0.5,0.2754
MODEL - 1686747341,1686747343.603,0.75,0.1438,0.7,0.2035
MODEL - 1686747341,1686747343.625,0.75,0.1846,0.9,0.0997
MODEL - 1686747341,1686747343.644,0.8,0.1409,0.9,0.0848
MODEL - 1686747341,1686747343.664,0.85,0.1288,0.7,0.1919
MODEL - 1686747341,1686747343.687,0.9,0.0885,1.0,0.0639
MODEL - 1686747341,1686747343.71,0.95,0.072,1.0,0.0601
MODEL - 1686747341,1686747343.731,0.65,0.2044,0.6,0.1741
MODEL - 1686747341,1686747343.75,0.95,0.0728,1.0,0.0432
MODEL - 1686747341,1686747343.773,0.95,0.0881,0.9,0.0869
MODEL - 1686747341,1686747343.796,0.8,0.1091,0.6,0.2412
MODEL - 1686747341,1686747343.816,0.75,0.1649,1.0,0.0698
MODEL - 1686747341,1686747343.837,0.7,0.2044,0.6,0.2782
MODEL - 1686747341,1686747343.856,0.87,0.1148,0.8,0.1008
MODEL - 1686747341,1686747343.88,0.7,0.2144,0.6,0.2161
MODEL - 1686747341,1686747343.901,0.8,0.1399,0.8,0.1573
MODEL - 1686747341,1686747343.922,0.7,0.1827,0.8,0.1272
MODEL - 1686747341,1686747343.943,0.75,0.1269,1.0,0.0678
MODEL - 1686747341,1686747343.961,0.95,0.1036,0.8,0.1793
MODEL - 1686747341,1686747343.983,0.9,0.0808,0.7,0.2199
MODEL - 1686747341,1686747344.004,1.0,0.0506,1.0,0.0697
MODEL - 1686747341,1686747344.024,0.75,0.1613,0.6,0.1702
MODEL - 1686747341,1686747344.043,0.95,0.0748,0.9,0.0422
MODEL - 1686747341,1686747344.062,0.95,0.0871,0.7,0.2028
MODEL - 1686747341,1686747344.082,0.85,0.0984,0.7,0.1542
MODEL - 1686747341,1686747344.101,0.8,0.1637,1.0,0.0506
MODEL - 1686747341,1686747344.123,0.75,0.1945,0.8,0.1802
MODEL - 1686747341,1686747344.141,0.87,0.1074,0.8,0.1074
MODEL - 1686747341,1686747344.166,0.7,0.1897,0.8,0.1033
MODEL - 1686747341,1686747344.187,0.8,0.1247,1.0,0.0571
MODEL - 1686747341,1686747344.211,0.7,0.1661,0.7,0.1767
MODEL - 1686747341,1686747344.231,0.85,0.1033,0.6,0.2119
MODEL - 1686747341,1686747344.25,0.9,0.0886,0.8,0.1264
MODEL - 1686747341,1686747344.273,0.95,0.0761,1.0,0.0527
MODEL - 1686747341,1686747344.295,0.95,0.0543,0.8,0.1484
MODEL - 1686747341,1686747344.315,0.75,0.1422,1.0,0.0381
MODEL - 1686747341,1686747344.333,0.9,0.0914,1.0,0.0281
MODEL - 1686747341,1686747344.353,0.95,0.0548,0.9,0.0468
MODEL - 1686747341,1686747344.377,0.85,0.0715,0.7,0.1713
MODEL - 1686747341,1686747344.399,0.85,0.1097,0.7,0.2044
MODEL - 1686747341,1686747344.419,0.75,0.1743,1.0,0.0414
MODEL - 1686747341,1686747344.434,0.87,0.0928,0.5,0.2862
MODEL - 1686747341,1686747344.463,0.8,0.1023,0.6,0.262
MODEL - 1686747341,1686747344.482,0.75,0.1225,0.6,0.266
MODEL - 1686747341,1686747344.501,0.65,0.1704,0.8,0.2336
MODEL - 1686747341,1686747344.523,0.95,0.0695,0.6,0.2145
MODEL - 1686747341,1686747344.544,1.0,0.0584,1.0,0.0235
MODEL - 1686747341,1686747344.569,0.9,0.0794,0.9,0.0541
MODEL - 1686747341,1686747344.59,0.9,0.0849,0.7,0.2085
MODEL - 1686747341,1686747344.612,0.8,0.0942,0.7,0.1674
MODEL - 1686747341,1686747344.631,1.0,0.0392,0.9,0.0872
MODEL - 1686747341,1686747344.649,0.95,0.0429,1.0,0.054
MODEL - 1686747341,1686747344.676,0.95,0.0546,0.8,0.0909
MODEL - 1686747341,1686747344.696,0.85,0.1042,0.9,0.1095
MODEL - 1686747341,1686747344.714,0.8,0.164,0.6,0.2098
MODEL - 1686747341,1686747344.729,0.8,0.1003,1.0,0.0126
MODEL - 1686747341,1686747344.756,0.9,0.1001,0.8,0.0708
MODEL - 1686747341,1686747344.78,0.85,0.083,0.7,0.2181
MODEL - 1686747341,1686747344.799,0.85,0.1055,0.8,0.1105
MODEL - 1686747341,1686747344.82,0.9,0.0686,0.8,0.147
MODEL - 1686747341,1686747344.838,0.95,0.0444,0.7,0.2391
MODEL - 1686747341,1686747344.862,0.9,0.0959,0.8,0.0716
MODEL - 1686747341,1686747344.881,0.9,0.073,0.9,0.0892
MODEL - 1686747341,1686747344.9,0.9,0.057,1.0,0.0249
MODEL - 1686747341,1686747344.919,1.0,0.0306,0.7,0.2048
MODEL - 1686747341,1686747344.939,0.95,0.0669,0.9,0.0662
MODEL - 1686747341,1686747344.962,0.9,0.0807,1.0,0.0136
MODEL - 1686747341,1686747344.981,0.85,0.1086,0.9,0.0537
MODEL - 1686747341,1686747345.002,0.85,0.0921,0.8,0.1227
MODEL - 1686747341,1686747345.021,0.93,0.0543,0.7,0.1467
MODEL - 1686747341,1686747345.047,0.85,0.0971,0.6,0.2627
MODEL - 1686747341,1686747345.067,0.75,0.0839,0.6,0.2437
MODEL - 1686747341,1686747345.089,0.9,0.0874,0.6,0.2504
MODEL - 1686747341,1686747345.11,0.95,0.0501,0.9,0.0697
MODEL - 1686747341,1686747345.128,0.95,0.0296,0.9,0.0659
MODEL - 1686747341,1686747345.147,1.0,0.0236,0.7,0.18
MODEL - 1686747341,1686747345.169,1.0,0.0293,0.9,0.0784
MODEL - 1686747341,1686747345.192,1.0,0.0265,0.7,0.1892
MODEL - 1686747341,1686747345.211,1.0,0.0107,0.9,0.0698
MODEL - 1686747341,1686747345.23,1.0,0.0183,0.9,0.0737
MODEL - 1686747341,1686747345.251,0.9,0.0615,0.9,0.04
MODEL - 1686747341,1686747345.273,0.95,0.0791,0.8,0.1704
MODEL - 1686747341,1686747345.295,0.95,0.0297,0.8,0.1678
MODEL - 1686747341,1686747345.311,0.93,0.0328,0.8,0.0856
MODEL - 1686747341,1686747345.334,0.95,0.0387,0.8,0.1211
MODEL - 1686747341,1686747345.357,0.95,0.0244,0.8,0.1881
MODEL - 1686747341,1686747345.393,0.95,0.0431,0.8,0.2017
MODEL - 1686747341,1686747345.417,1.0,0.0069,0.8,0.2029
MODEL - 1686747341,1686747345.438,1.0,0.0089,0.7,0.1826
MODEL - 1686747341,1686747345.459,1.0,0.0034,0.7,0.1771
MODEL - 1686747341,1686747345.48,1.0,0.0051,0.8,0.1891
MODEL - 1686747341,1686747345.498,1.0,0.0264,0.7,0.1679
MODEL - 1686747341,1686747345.518,1.0,0.0147,0.8,0.1605
MODEL - 1686747341,1686747345.538,1.0,0.0134,0.9,0.0672
MODEL - 1686747341,1686747345.562,1.0,0.0156,1.0,0.016
MODEL - 1686747341,1686747345.585,0.95,0.0537,0.8,0.1602
MODEL - 1686747341,1686747345.613,1.0,0.0023,0.9,0.0625
MODEL - 1686747341,1686747345.632,1.0,0.0013,0.8,0.0621
MODEL - 1686747341,1686747345.662,1.0,0.0099,1.0,0.0055
MODEL - 1686747341,1686747345.681,1.0,0.0073,0.9,0.0818
MODEL - 1686747341,1686747345.7,1.0,0.0099,0.8,0.1799
MODEL - 1686747341,1686747345.721,1.0,0.0042,1.0,0.0025
MODEL - 1686747341,1686747345.741,0.95,0.014,1.0,0.0036
MODEL - 1686747341,1686747345.761,1.0,0.0115,0.9,0.0441
MODEL - 1686747341,1686747345.78,1.0,0.0063,0.8,0.1811
MODEL - 1686747341,1686747345.801,1.0,0.0037,1.0,0.0008
MODEL - 1686747341,1686747345.824,1.0,0.0016,1.0,0.0055
MODEL - 1686747341,1686747345.843,1.0,0.0006,0.9,0.0947
MODEL - 1686747341,1686747345.863,1.0,0.0051,1.0,0.0095
MODEL - 1686747341,1686747345.881,0.95,0.0538,0.9,0.0608
MODEL - 1686747341,1686747345.902,1.0,0.0046,0.8,0.1692
MODEL - 1686747341,1686747345.923,1.0,0.0011,0.8,0.0833
MODEL - 1686747341,1686747345.947,1.0,0.0061,0.8,0.0987
MODEL - 1686747341,1686747346.005,1.0,0.0015,0.8,0.1112
MODEL - 1686747341,1686747346.049,1.0,0.0137,0.9,0.0408
MODEL - 1686747341,1686747346.082,1.0,0.0008,0.7,0.2256
MODEL - 1686747341,1686747346.117,1.0,0.0005,0.7,0.2549
MODEL - 1686747341,1686747346.144,1.0,0.0123,0.8,0.1264
MODEL - 1686747341,1686747346.164,1.0,0.001,0.8,0.1827
MODEL - 1686747341,1686747346.185,1.0,0.0015,0.8,0.1161
MODEL - 1686747341,1686747346.209,1.0,0.0033,0.7,0.1999
MODEL - 1686747341,1686747346.227,0.95,0.0139,0.8,0.1648
MODEL - 1686747341,1686747346.246,1.0,0.0076,0.9,0.0677
MODEL - 1686747341,1686747346.264,0.95,0.0543,0.9,0.0689
MODEL - 1686747341,1686747346.284,0.9,0.0802,1.0,0.0002
MODEL - 1686747341,1686747346.299,1.0,0.0005,0.8,0.14
MODEL - 1686747341,1686747346.328,1.0,0.0009,1.0,0.0101
MODEL - 1686747341,1686747346.349,1.0,0.0013,1.0,0.0141
MODEL - 1686747341,1686747346.369,1.0,0.0093,0.7,0.2728
MODEL - 1686747341,1686747346.389,1.0,0.0052,0.7,0.2903
MODEL - 1686747341,1686747346.409,1.0,0.0017,0.9,0.0408
MODEL - 1686747341,1686747346.429,0.95,0.0394,1.0,0.0094
MODEL - 1686747341,1686747346.448,1.0,0.008,0.9,0.1138
MODEL - 1686747341,1686747346.466,0.95,0.0201,1.0,0.0066
MODEL - 1686747341,1686747346.486,1.0,0.0018,0.8,0.1476
MODEL - 1686747341,1686747346.507,1.0,0.003,1.0,0.0005
MODEL - 1686747341,1686747346.526,1.0,0.0054,1.0,0.0116
MODEL - 1686747341,1686747346.546,0.95,0.0542,0.9,0.0859
MODEL - 1686747341,1686747346.566,1.0,0.0007,1.0,0.0269
MODEL - 1686747341,1686747346.582,0.93,0.0334,0.9,0.0864
MODEL - 1686747341,1686747346.605,1.0,0.0076,0.8,0.1755
MODEL - 1686747341,1686747346.627,1.0,0.0095,1.0,0.0025
MODEL - 1686747341,1686747346.646,1.0,0.0052,0.8,0.1669
MODEL - 1686747341,1686747346.665,1.0,0.0007,1.0,0.0184
MODEL - 1686747341,1686747346.684,1.0,0.0003,1.0,0.0415
MODEL - 1686747341,1686747346.704,1.0,0.0001,0.7,0.1662
MODEL - 1686747341,1686747346.726,1.0,0.0017,0.7,0.1785
MODEL - 1686747341,1686747346.746,1.0,0.0128,0.7,0.2928
MODEL - 1686747341,1686747346.764,0.9,0.0563,0.7,0.2789
MODEL - 1686747341,1686747346.786,1.0,0.0001,0.9,0.0767
MODEL - 1686747341,1686747346.807,1.0,0.0075,0.8,0.2047
MODEL - 1686747341,1686747346.826,0.95,0.0522,0.7,0.1978
MODEL - 1686747341,1686747346.849,1.0,0.0029,0.7,0.2048
MODEL - 1686747341,1686747346.866,1.0,0.0005,0.7,0.211
MODEL - 1686747341,1686747346.897,1.0,0.0016,1.0,0.0002
MODEL - 1686747341,1686747346.917,1.0,0.0027,0.9,0.0415
MODEL - 1686747341,1686747346.938,1.0,0.0094,0.9,0.0372
MODEL - 1686747341,1686747346.957,1.0,0.0139,0.9,0.044
MODEL - 1686747341,1686747346.975,1.0,0.0024,0.8,0.1716
MODEL - 1686747341,1686747346.995,1.0,0.0004,1.0,0.0024
MODEL - 1686747341,1686747347.014,1.0,0.0023,0.7,0.2061
MODEL - 1686747341,1686747347.034,1.0,0.0002,1.0,0.0022
MODEL - 1686747341,1686747347.055,1.0,0.0002,0.8,0.1562
MODEL - 1686747341,1686747347.074,1.0,0.0003,1.0,0.0239
MODEL - 1686747341,1686747347.092,1.0,0.0139,0.8,0.1512
MODEL - 1686747341,1686747347.111,0.95,0.0506,0.8,0.1501
MODEL - 1686747341,1686747347.132,1.0,0.0012,0.7,0.2202
MODEL - 1686747341,1686747347.149,1.0,0.0062,1.0,0.0143
MODEL - 1686747341,1686747347.176,1.0,0.0007,0.9,0.0596
MODEL - 1686747341,1686747347.196,1.0,0.0013,0.7,0.2262
MODEL - 1686747341,1686747347.215,1.0,0.0004,0.7,0.2276
MODEL - 1686747341,1686747347.234,1.0,0.0007,0.8,0.1723
MODEL - 1686747341,1686747347.254,1.0,0.0004,0.9,0.0602
MODEL - 1686747341,1686747347.274,1.0,0.0002,1.0,0.0004
MODEL - 1686747341,1686747347.296,1.0,0.0011,1.0,0.0118
MODEL - 1686747341,1686747347.313,1.0,0.0008,1.0,0.0142
MODEL - 1686747341,1686747347.333,1.0,0.0009,1.0,0.0158
MODEL - 1686747341,1686747347.356,1.0,0.0007,1.0,0.0167
MODEL - 1686747341,1686747347.374,1.0,0.0015,0.9,0.0619
MODEL - 1686747341,1686747347.393,0.95,0.0506,0.8,0.1917
MODEL - 1686747341,1686747347.413,1.0,0.0002,0.8,0.1485
MODEL - 1686747341,1686747347.43,1.0,0.0002,1.0,0.0002
MODEL - 1686747341,1686747347.454,1.0,0.0007,1.0,0.0131
MODEL - 1686747341,1686747347.476,1.0,0.0004,1.0,0.0113
MODEL - 1686747341,1686747347.497,1.0,0.0003,1.0,0.0098
MODEL - 1686747341,1686747347.519,1.0,0.0003,0.9,0.0573
MODEL - 1686747341,1686747347.541,1.0,0.0005,0.9,0.0993
MODEL - 1686747341,1686747347.56,1.0,0.0001,1.0,0.0055
MODEL - 1686747341,1686747347.579,1.0,0.0003,0.9,0.0545
MODEL - 1686747341,1686747347.597,1.0,0.0001,1.0,0.0003
MODEL - 1686747341,1686747347.619,1.0,0.0001,0.9,0.0525
MODEL - 1686747341,1686747347.638,1.0,0.0001,0.8,0.1826
MODEL - 1686747341,1686747347.657,1.0,0.0002,1.0,0.0029
MODEL - 1686747341,1686747347.677,0.95,0.0501,1.0,0.0002
